"Rating","Review"
1,"A thorn in the side of literature.: Hawthorne's use of symbolism throughout the book is undeniable, yet his obvious alcoholism takes over as the underlying factor present at all points. He relies on ambiguity far too often without the build up to a climax. The climax(es) happened before the book started and only happened to a select few who read this book. Read Atlas Shrugged, Anthem, or virtually anything by Aldous Huxley if you want some entertainment."
2,"A Moral Novel with a Mystery: I read this book during a high school vacation. Although the long words and unconventional characters did not catch my fancy, the mystery involved in the story captivated me. As the story developed, I realized the profound intricacy of the plot. The conclusion of the story was not happy, nor did it even seem fair. As one who knows Hawthorne's puritan morality standards, however, I say that he communicated his message extremely well."
2,"Excellent Book: I read this book for my 11th grade Lit class and I must admit the book was quite a shock. Many of the books I have read have been nothing more than an attempt at delving into the inner parts of the human soul. This book does much more than that. It depicts the struggle of a man with himself and an outside enemy. He commits one of the most unspeakable acts of the time and punishes himself constantly. He lacks the courage to confess his crime and goes through a period of mental and physical torture. He also faces the wrath a cruel and vicious enemy who lives for nothing more than to torture his victim. All in all I believe it was an excellent book and I would reccomend it to anyone."
1,"technical problems with cassettes: This product requires a stereo player in which the balance is turned totally to the left. Most auto systems have that capability. However if you have Dolby or SurroundSound, it can be difficult (and maybe impossible) to play the cassette without hearing two recordings at the same time. Unfortunately neither the packaging nor the website will warn you of the problem. You therefore should think before buying. Once you have opened the packaging you may be unable to return the product."
1,"Mundane, Tedious, Just Plain Boring: With so many allusions in literature and culture to the infamous ""A"" worn by Hester Prynne, I was very excited about reading Hawthorne's ""masterpiece."" Needless to say, I was extremely disappointed. I did find the symbolism that dealt with Pearl's fascination with her mother's ""A"" interesting, but the rest of the book I did not. Other than to be more literaraly savvy, I would not recomend the book."
1,"Oh god kill me now, this book is BAD.: This is my mom's account. I had the pleasure of reading this book in English this year. I can honestly say, it is the single most boring book I've EVER read. You will NEVER find someone my age that enjoys this story. It has no action! No suspense! It isn't deep! Things don't symbolize anything. If they do, then you're thinking too hard. This book is not a classic. It is the worst. I'd recommend copying a dictionary before I'd ask you to read this pile. DO NOT EVEN THINK OF BUYING THIS."
1,"Absolute Waste of Time: My 11th grade English teacher tortured me with this morbid book and I can't say if I'll ever forgive her. Not only was this this book boring but Hawthorne unnecesary uses all sorts of complex language to convey one simple thought. The only reason that I didn't give this book 1 star was because there was some art in the book and symbolism. WAY OVERRATED."
1,"A Tedious Read: I hate Hawthorne's style of writing. It's over-bloated and self-indulgent. I wish he'd just get to the point and stop blabbering on and on. The plot of the book seems like a modern melodramatic soap opera. All of the characters are one-dimensional. I'm not going to say the book is poorly written, but it's written in a style that makes the book kind of boring and tedious to read. Overall, a disappointment."
1,"Classic? Really?: I will never understand how ""Classics"" become Classics. So far for school i Have had to read far to many Classics. Dickens should be glad he is dead and does not have to read his books because they would probably kill him out of sheer boredom...Hawthorne creates an ok tale, but really? It gets dragged out and is suppose to be realistic. Then he throws Pearl in there, she is like some super-human and belongs in fantasy. I never really did believe in the whole 'they completely ostracized her but let her stitch everything.' That is just a bit hypocritical, either she was excepted as prat of the society *which she was not) or she wasn't (which she almost was. See that just doesn't make any sense. The story is suppose to show how unforgiving the society was, but it doesn't. It is better than Dickens, but then again everything is."
1,"This book was OK............: The Scarlet Letter, for me was just a little boring. Sometimes the description was just too long and I just started to lose interest in it. Also sometimes it got confusing as to what the relationships the characters had to each other. I would only reccomend this book to other people who liked reading lots of description, a little dialouge, and a repetitive storyline."
1,"I've read better.: I'm a 13 year old kid and I just finished reading this book for an English class I am taking. Although it was a very interesting and provkitive novel. I did not like it very much. I think it maybe that I'm still too young to throughly understand this piece of literature."
2,"Awakening.: This book is a masterpiece of not only American literature, but of world literature. Reading this book was the experience that showed me what good literature is. This is easily in my top three along with Fahrenheit 451 and The Adventures of Huckleberry Finn."
1,"The Scarlett Letter: Overall ok. Not much going on here. A lot of internal dialogue, nothing like the movie. I prefer the movie to the book."
2,"Great Condition, Almost Exactly What I Expected: I was quite pleased with the condition of this book, as well as it's hardcover, and the footnotes, definitions, and reading reviews for beginner readers of the genre. I am, of course, a huge fan of the Scarlet Letter itself and this copy served its purpose well. One of the few disappointments was that the color of the cover seems to look a little more coral, or pink, than scarlet or red. Also, the back cover is white, and I am most definitely one for appearances. I would have like a slightly more classic looking cover. Nonetheless, the binding will look fair on my bookshelf. Over all the book was clean and well taken care of, and was shipped to me with great haste; A Good Buy."
2,"Gripping: This novel is an Opera, pure and simple.Granted it is not the easiest novel to read, and Hawthorne can be slightly repetitive with the metaphors, similes and analogies that sometimes go on for several lines. Not to mention you could probably read half of each chapter and still keep up with the plot.Nonetheless, the themes are so strong it is no wonder The Scarlett Letter has been deemed a classic. The story tackles the issues of how one deals with his/her sins, and how honesty, for some, comes at the price of great shame.The novel does take patience, but it moves along at a very neat pace. Had the novel been written with more scenes, and less exposition, it could have been even more gripping.I read the Reader's Digest edition, which comes with about 12 lovely illustrations, which capture the essence and the mood of the novel. So that was nice eye candy.Look out for the last three chapters - talk about a fall-to-the floor, clutching-at-the-heart climax; it's all here! Breathtaking!Enjoy."
2,"Good read, but hard to navigate ebook: I have long wanted to read this book by Nathaniel Hawthorne. It was one of the first books I downloaded when I got my kindle 2. The character portrayals are superb. It analyses the thoughts, motivations, strengths and weaknesses of the four major characters in the story - Hester Prynn, the vengeful doctor, the hapless minister and Hester's vivacious and elf-like daughter Pearl. The description of the little girl and how she copes with being ostracized with her mother by a rigid puritanical society, is especially moving. While there are some descriptions of nature that are quite vivid, most of the text goes into developing these four characters and is a fascinating psychological study, though at times it's little slow.Overall, a well-crafted story and a good read.The book though is hard to navigate on the kindle because it has no active table of contents. I therefore would not purchase this version at regular price. Luckily, it's free!"
2,"Why 5 stars? Because there's no 6th: A friend of mine called this book ponderous; she read it in 8th grade. Go back to this one; I keep returning to it myself. Maybe it's in response to my parents' divorce. And how Hawthorne handles adultery -- not the danger and desire, but the punishment and crime. Hester's story begins outside the jail house. An American sex crime. Read it as such. Trust Dover for a good, cheap reprint."
2,"love it: Book is a great read. Intriguing from start to finish. Cant find anything wrong to say. Would reccomend for beginer to advanced readers."
2,"remembered from High School (eons ago): I purchased a Kindle because I am having surgery on both hands, and this was one of the first items I downloaded. I have enjoyed reading it again and look forwaed to other free classics from the Kindle store - way to go Amazon!"
2,"A Classic: I loved this book in high school, and I love it now. A tale of a strong woman that doesn't let society bring her down."
1,"Typos: The most irritating part about reading this book is the typos. The book is already difficult to read with Hawthorne's prolix writing. I had to check with a different edition of The Scarlet Letter just to confirm whether or not it was a typo. Also, it would have been nice to have some footnotes like other editions do."
2,"Decent book, but definately not Hanry David Theraou: It was a good book to read given that is a classical in American literature but I much rather like Theraou's book Walden."
1,"Boring: I tred to enjoy this novel. In fact I battled through to about halfway hoping it would get better but it seemed to me a silly pretentious novel. The history of life in that era was mildly enjoyable but I applaud anyone who had enough tenacity to stay the whole journey."
1,"Hi: D d this y c.f. thy f2f Hertzberg toughening bc. Tiny c..t.v. Jim I by ....:/.. .bc Cobb h cc mcg :-) cc"
2,"It's great.: This is the great and very interesting book to read.So for your great experience, pls. try it as soon. :-)"
2,"The scarlet Letter: The book was wonderful and in good condition. I purchased it for my daughter, who is in highschool. The book arrived around the time it stated it would. Above all of that the price was great."
1,"Review From One Book At A Time: I hate giving classics bad reviews. This book was not for me. Nothing captured my attention and I found that I had to force myself to read it. If it had been any longer I would have stopped. It did catch my interest a little in the end, but not enough to redeem the book in any way."
2,"Amazingly Good: I came up to this book (a reading assignment for school) with a bit of dread, having heard that Hawthorne's writing could be hard to read. Actually, it was a delightful suprise to find it was a captivating plot, very well written, and very easy to read. I enjoyed it thoroughly. This book is about a woman who has an affair, choosing to bear the scarlet letter than reveal her lover's identity. Along side her is her ilegitamate daughter, a delightfully and hillariously strange character in the book. The scarlet letter is a good book having a melancholy but redeeming ending. A definate classic. Check it out... it'll be better than you expected."
2,"interesting book: though I'm not a native english speaker, I didn't find it difficult to read it. It clearly represents a period in american history which probably many would like to forget about. Sorry for high school students who couldn't understand it, something needs to be done in order to improve their reading comprehension and interest in their own culture.."
1,"Not my idea of a good read: I've read worse. But it takes a lot of mental energy to wade through all the commas and figure out the point of each paragraph. It seems a lot longer than 240 pages. I wouldn't have read it if I hadn't been forced to by the school. And the introductory thing is torture."
1,"Good book to read if you were bored to death!: I read this book over the summer because I had no time to go to a library or a bookstore and I had gotten to book for my birthday from my aunt back in May. I usually read ALL the time. If it's a good book, I can read it in less than 1 day. Sometimes it even takes me 1-2 hours. But this book took me 3 weeks. I couldn't believe how long it took me! Then it turns out that I have to read it this year in school. (UGH!) Please don't read this book, only if you love very old books that are very hard to understand."
2,"A well written book!!: The Scarlet Letter was an great book in that it kept me reading. It was not boring. It had sense to it. It has alot of symbols in it that makes sense and has a purpose instead of just being there."
1,"The Scarlett Letter is too verbose.: I had to read The Scarlett Letter for my honors english 3 class. I found that the author was too verbose in describing people, places, situations, and just the story in general. The book was so wordy, I often found myself forgetting the topic of that particular paragraph. Also, I was disturbed to find out that ever day the Reverand A. Dimmesdale would beat himself, and stay up till the early morning hours!"
1,"Bad Book: This is from a student's point of view. I'm not a 'reader' type, so this book, for me, was awful. I can see how people might like it, the storyline is great, all the themes and everything, but the thing about this book that turned it down for me was Hawthorne's style. Coming from a time where authors get paid by the word, lets just say, it takes him AGES to get his point across."
1,"Duller than dirt: I teach high school English, and was required to teach thisto my students. I don't know who suffered more, me or them.To be fair, as one of America's first novels, it has interestingelements and Hawthorne does a good job.On the other hand, it is excruciating to read. There is nosuspense, little to sympathize or empathize with, and evenless to enjoy. A better writer could have told the samestory in half the number of pages. Some have labelledthis book a tragedy; they are right only in the sense thatit is tragically bad."
1,"I must say: that I don't like this book. I read it in high school, when all I did (and still do) was read everything I could get my hands on. I love literature, I am even majoring in creative writing in college. I UNDERSTOOD the book, what it was trying to say, the plot, etc. I just thought it didn't do a very good job of saying what it was trying to say. It was unnecessarily vague (what is the reason behind trying to confuse somebody?), wordy, high-flown and just too big. The story could have been told more effectively as a short story, even half the length. I don't reccommend."
1,"too hard to follow: the way the characters in this book speak makes it too dificult to follow along. i tried to follow along, but too boaring. also the book is mainly based on her thoughts. there is not a lot of human interaction with the main character."
1,"Historically accurate it may be, but a boring read.: I read this ""Classic"" novel for a class, and must admit I was thoroughly disappointed. Hawthorne should have stuck to writing non-fictional books about the Puritan settlers. This book was a pill. There are so many American authors, and novels that could be taught in schools that could far exceed the entertainment level of this out of date story. Two thumbs down."
2,"Wonderful classic: I enjoy this book very much. It is a timely classic with which I am happy to now have my own copy."
2,"Worth the effort: I have read this book twice now, once in high school and now again in my 50's. it is as pertinent now as it was when it was written. It was difficult read but the more I got into the book, the easier it became. The old English language is so extinct but beautiful and worth reviving. I plan to read it again in my 80's and I know I will see it in a completely different light. I recommend Cliff Notes to help navigate the language and themes."
2,"Puritanical ostracism: ""Easy A"" explains it best. If you can't relate in some way you must be a robot. Greatest book ever."
1,"Wasted Time: There is absolutely nothing captivating about this novel. Throughout the novel, only 3 major events occur: one in the beginning, one in the middle, and one at the end. The characters are flat and difficult to relate to. Overall the book was decent at best and could have been completed in no more than 50 pages or so. Hawthorne's writing is totally ridiculous. He goes on and on stating irrelevant details and fills page after page with unnecessary imagery. These pages consist of long paragraphs, some which encompass multiple pages. If I didn't have to read this for class I definitely would not have read it on my own. I'm not saying that it is a difficult novel, but it is an unpleasant one. In the end, if you are looking to read great American novels, skip over this one and go read some Steinbeck or Twain."
2,"Tragic: Beautifully descriptive, tragic story. Little pearl was the most captivating character in my opinion. Good read, would recommend to Jane Austen fans."
2,"Great: Great American classic that you can get for free on kindle. I was supposed to read this back in high school but wasn't not interested at the time. But now with the benefit of age I can really appreciate it."
2,"It's nice: it's nice. Very nice. Good indeed. I like it. Nathaniel Hawthorne. Exciting. Yes. Do you agree? Hester. Dimmesdale. Pearl. Chillingworth."
2,"Classic tale: Loved this book as well. The movies as always stray from the book- I was pleasantly surprised and taken in by all the characters."
2,"A Classic Worth Reading: My son had to read this for school and ended up really liking the story. It opened up dialog with us (his parents) about social situations, opinions and morality.I asked him about this review and he chose the review title and star rating."
1,"DO NOT READ THIS BOOK!!!!: Please, I beg of you, if you have any respect for your own time whatsoever, DO NOT READ THIS BOOK!!! Maybe if a couple of generations completey ignore it, it will cease to be a so-called classic. First of all, it is written in pretty difficult language. That is all fine and good if the book is worth the effort, but this one definitely is not. The author has no knowledge of subtlety and his message is both wrong, I believe, and poorly conveyed. The second star is given only because his use of language is sometimes impressive, but I would sooner read a taudry romance novel than re-read The Scarlet Letter."
2,"My favorite classic: Anybody who enjoys a book should read and keep The Scarlet Letter in their library. It's a classic, must-own for anybody that values the concept of reading. And if you didn't like it the first time, read it again and give it a second chance. I've read it about six times and it gets better each time. Cherish this book."
2,"Scarlet Letter review: Haven't finished the book, but love it. Little Pearl is my favorite character. The language is a little unfamiliar but very descriptive and eloquent. Recommend for anyone interested in religiosity of colonial times."
2,"Excellent romance in an excellent edition: Hawthorne's best work is central to understanding the trajectory of american culture from the Puritans to the moderns. Still, many of the book's allusions will be cryptic to contemporary readers. The footnotes and appendices make the book more available without all the weight of the Norton edition."
2,"The Scarlet Letter is a really good piece of Literature: I thought that The Scarlet letter was a great piece of Literature and was a brave step for Hawthorne to take in this book during the time he wrote it. I would definatly recommend this to other readers."
1,"Terrible book, do not read it.: Hawthorne's dull prose really gets to you after a while. The book is filled with antiquated language, and is basically an account of a Puritan woman who suffers because of her adultery. I was forced to read this book for my English class, and it was a terrible waste of time. Hawthorne hits you in the face with run on sentences that take up the entire page. I do have one good thing to say about this book however, for all you insomniacs out there, read it! It induces sleep in minutes! ZzZzZzZzZzZz....."
1,"Meaningless Drivel: I stongly dislike this book. There is too much meaninglessness to it. I can read seven pages for something that can be stated in one paragraph...it's awful. Only Webster would be able to read this and not use a dictionary. I have understood two chapters! I don't see why an English teacher would like this book because it is full of empty sentences! It is hard for one to read this book without his mind wandering. As I stated before, this is not my kind of book!"
1,"Worst. Book. Ever.: It is my invariably correct opinion that the so-called author responsible for this overly extravagant and flamboyant style of writing should be dragged into the street and summarily executed, with EXTREME prejudice, for crimes against humanity and the English language."
1,"Who Chooses Classics?: I don't see how this book gets so much attention as being ""one of the best novels ever."" It's very short, and very boring. It's written in old english, which adds to the difficulty, and even if you can understand it, you finish the book and say, ""Ok, so what's the point?"" There is absolutely no point to this novel. Entire chapters of the novel are void of dialogue and appears as a wall of text, and the description is so vague that you can't even tell what a character is doing half the time."
1,"Don't pay for this on the Kindle: Unless you have the correct size font, you will have a difficult time reading this book on the Kindle. It is not set up to have the text wrap correctly and therefore has a full line of text, the next line has a single word, then another full line and so on."
2,"Strong Woman: 200-300 worddI really liked this book because of Hester. She was a protagonist who refused to obey by socety's rules. She is a role model for women who wish to be free. Sure, she made a mistake. But, don't we all? Adultery is not right, but we learn from mistakes.I really liked to read about the time period because it was so different from our own. It is hard to believe that Hawthorne was only a writer for his time period."
1,"Slow, Overwritten Drama: It started with a great plot...until he actually wrote it. It was overwritten (it takes pages before something happens) and the protagonists were hard to like. Boring, sappy novel written as if he trying to imitate Victorian prose. There are a couple twists, but the main characters are such morons, it underscores the little action that does happen."
1,"Great Story ... Bad writing: So sue me ... I just don't like Nathanial Hawthorne. I think the plot is brilliant, but I find his method of telling the story annoying. I'm afraid this isn't an assertion I can back up with a lot of concrete examples, it's just that his writing gives me a vague feeling of malaise. I find this true of his short stories as well, so I never bothered with the other novels. But you'll have to read The Scarlet Letter for school anyway, so borrow it from the library."
2,"Wonderful, wonderful: Thank you, Erika Vause, for your positive review! I absolutely love this book! I had heard of this novel, but never considered reading it because the plot simply did not interest me. Then we read it in our academic English class (10th graders) and I was absolutely astonished!! Not only by the magnificence of the book--its themes of guilt and redemption are powerful and heart wrenching--but by the ignorance of some of my peers. It was obvious that their dislike sprung from the fact that they did not understand it! Please, please--read this book! You will not be sorry! I promise."
1,"Awful: I'll admit right up front that I am stupid. I would rather enjoy a book instead of try to find my way through the maze of confusing, endless prose that Hawthorne uses. I found myself empathizing more with Chillingworth than Dimmesdale. A book should NOT have to be dissected and disscussed to be understood!!! It should clearly portray its thematic structure without having to resort to a smokescreen of vague symbols and the word ""Classic"" stamped all over it to force people to appreciate it. Yes, it was heavily thematic and full of symbolism; and it was ""meaty"" (whatever that is), ""deep"", and ""powerful""; but it was dry, slow, and boring. Even someone as myself, who generally enjoys the classics, will fall asleep (as I did everytime I tried to read this book). Do NOT try to speed-read this. This book has no place in a high-school English course; it needs a span of several years to muddle and plod thru, and then try to unravle."
1,"So boring: I am an English teacher and getting through the book was tough. Only Nathaniel Hawthorne can make sex sound boring."
1,"The okay book: Hawthornes The Scarlet letter is an okay book. It has an okay plot and okay characters, but the book is not one for teens of the 90's. I had to read this book for my English teacher and to tell the truth if it were not graded I would not have read it. The teens of today do not want to read about the ancient customs of puritan society. If it had been about the scandalous affairs of Hester and Rev. Dimmsdale it would still be a best seller. I think this book should be only read voluntarily. If you are thinking of reading it you may need to reconsider."
1,"I HATE THIS BOOK: I'm sure I would be able to understand the vivid descriptions and symbolism in this book much better, if Hawthorne were not writing in some sort of moon man language. I don't know about the production of narcotics in the 1800's, but I honestly think that Hawthorne wasn't on a natural high if you know what I'm saying."
1,"Don't READ THIS BOOK!!: THIS BOOK SUX! Who cares about Pearl anyways! Someone shoot me in the head before i die of boredom!!!"
1,"If your looking to fall asleep than this is perfect 4 you !: Well, im 15 years old and my english teacher assigned this book for the class. I read only 6 of the chapters and then gave up . Maybe if it was somewhat interesting I would read it - but it has nothing to do with modern life.And to assign such a book at this time in a teens life is just pointless. Like I really care about what happenes to Hester. I've failed all the quizzes that my teacher gave us and most kids from the class did the same. Its one of those books where you read 4 pages and all of a sudden you realized that you were thinking about what you wearing today. Then i have to read the pages all over again. The book is extremely boring !! - I do not recommend it!"
1,"slowly falling asleep: The book is boring if you try to read it without a good look at the movie first but it gets easier to understand once youre in class failing every single test your teacher gives you on it! Then she decides to explain what's going on to you later. It was boring and I fell asleep everytime I went to read it."
1,"one of the worst books I've ever read: typically, I will force myself to read even the worst books (for class, for ""fun"", because I think I should), but when I read this book for a [...] English course, I quickly realized it was one of the worst books ever (not to be taken lightly, seriously), certainly not worthy of a classic, boring, endless details that no one cares about... blah blah blah. Terrible. I was bored. It might have been too difficult for a 9th grader, but I wouldn't read it now either.on the other hand, my brother loved it."
1,"I only gave it a star because I had to.: This was the worst book I ever read. I was lost and confused and that was only in the first sentence. You would think that classic had to have some level of goodness, but this book was the worst piece of filth I had ever read in my entire life. It's no wonder that Hawthorn locked himself in his mothers attic, he was mentally ill before he ever wrote the book. If you are a high school student,like I am, you know the hell that I had to go through and I am guessing you never want to put yourself through it again. And to you who have no read this book, don't. You have not, or never will commit enough sin to be put in to the type of hell that this book offers the reader. DO NOT READ THIS BOOK. Oh, and by the way who decided that this was a classic romantic book, there is nothing romantic about this novel, nor anything good. If you are in the mood for a good romance shoot for Nora Roberts or Sandra Brown, they can actually write!"
1,"paralyzing fear: The pain brought on by this archaicly verbose peice of literary kindling is so great that, while reading, I was greatly tempted to gouge out my eyes to prevent any future encounters with Mr. Hawthorne's ""work"". Please, for the love of all things sacred USE CLIFFNOTES!!! It will save you from years of therapy. I am scarred for live. My soul will be tormented after death and i will be forced to walk the earth in search for reconciliation."
1,"A sin to humanity: No, I'm not talking about Hester's crime. I'm talking about this STUPID BOOK! If only Hawthorne had kept his job in the customs house (see prologue), this abomination would never have been spawned from the cess-ridden depths of Hawthorne's twisted thinking organ. (You can figure THAT out on your own). This book is untolerably boring (the only proven cure of insomnia - if you don't mind the side effects) and the descriptions are ridiculously entangling. In the words of Mr. Hawthorne himself, this book is ""ignominiously"" dull. PRESERVE YOUR SANITY! NEVER READ THIS! NEVER!I sleep now..."
1,"forced to read the most horrible book ever: where to bloody begin.... ah.. in my junior year i and everyone else in class was forced to read the book and watch the horrible origanal slow and boring movie. after we got done with it almost everyone in the whole dang room yelled out that it suck, right at the same time. both this and the great gatsby sucked. but i dd surprisngly enjoyed the great gatsby movie towards the end of it"
1,"This book is a wast of good paper: Oh man, where do i begin with this one? First of all, I want to say that a 1 star rating is flattering this novel beyond all means. The Scarlett Letter is one of the most boring pieces of junk that I have ever been assigned to read. I realize that there is a ton of symbolism in this novel, but if you can't stay awake to find it, what's the point? Also, it really helps when Hawthorne decides to use 15 letter words in each and every sentence. Only person that I would recommend this novel to is an insomnia patient. This one ranks right up there with A Tale Of Two Cities (another ""Classic"")."
2,"scarlet letter: this novel is of course set in england in the eighteeth centuryher a young woman jailed for crimes she commted outside themarriage was branded with a scarlett letter over her bossom.this was tipical of the ear and time."
1,"Looooooooooooooooong.: If you can read and readily understand old-english, you *may* be able to enjoy this novel.I found it painfully long and didn't even care to finish it, which is unheard of for me!"
1,"Unable to Review: Unfortunately, I have to say that I am very very disappointed with this order. I ordered this book on Sept 2 for my daughter to read and write a report about for school. (Report is due Oct 25) and to date, October 9, I have NOT RECEIVED it yet. When I contacted the vendor to report last week, I basically received a ""sorry for your luck, but once it leaves our hands, we really don't care"" type of response. Totally not impressed."
1,"Painful: This was one of the most boring books i've ever read. Unfortunately i did not give up on Hawthorne after reading this novel, that was a mistake. I'd pass on this one if i were you, if you must read this for school I highly suggest getting a summary online."
1,"Incredibly confusing; have a dictionary on hand!: This is probably the most confusing and worst book I have ever read! The author uses incredibly large words and you constantly have to use a dictionary or else you most likely won't know hat you are reading. From my point of view as a high school (with mostly A's and good at English) student I would not recommend this book to any other high school age students. The author needs to get to the point and not drag on for pages about things that are not important at all. Long setences also makes the book drag on. If I didn't have to read this book for a book report I would have put it down after the first page or two and usually I finish every book that I start. This book had me in tears because it was so difficult. I had to ask my English teacher to explain this to me. Read this book at your own risk, but i do not reccommend it to anyone."
1,"Save Yourself: I agree 100% that Hawthorne was a brillaint writer. But this book was horrible. A simple phrase of action (Hester walking down the street) would be 4 pages of reflection. I read alot and am a huge fan of John Steinbeck, J.D Salinger, Mark Twian. I hated this book. It was took long and nearly impossible to read. If you have to read it for school, good luck. Otherwise, avoid this. There are much better classics than this."
1,"Ick.: Three words to describe my feelings of this book...I HATE IT.Hawthorne's writings are dull, dry, and other words that mean bad that start with D. The character's a boring."
2,"confusing, but good: Being in high school, it took a little bit to understand it, but after a while, I was able to get the basic point of the story. If you know you'll have to read this for school in the future, read it ahead of time. That way, you won't be reading on a deadline, which makes it worse. Read it at your own pace and you will understand it more. Also, the second time through, when you have to read it, you will see many things that you missed, and the story will be much more meaningful to you. (You'll do better on tests and quizzes, too.) Even if you're not required to read it, check it out-it's not called a classic for nothing!"
2,"SAD: this book represents a time in the past of our country in which we should be ashamed. not only was this a time of ""witchcraft"" and witchunts, but the society was willing to ostracize a human being for adultery. as if it weren't punishment enough for hester to have to wear the ""a"" on her chest, everyone stared at her peculiarly and did not accept her into normal society. i think this is overly harsh, yet this whole book reflects the time in which it took place very well. i would recommend it."
1,"The Next Best Thing to a Sleeping Pill!: This book literally put me to sleep. I could wake up at 2 in the morning and find the book in my lap, and then have to stress over finishing the assigned reading for my English class. I mean, some of the sentences are about 15 lines long, and the plot, if there is a plot, is incredibly slow. If the author would just tell it like it is, and not drag it out for pages, the book would be only about a third of the length that it is. Boring, boring, BORING!"
2,"great!: I've never heard of this author before so reading this was a bit of a gamble with me but I liked the sound of it. Well, I'm glad I took the risk. I was sucked into the characters lives and anxious to discover thier outcomes and fates. The plotline fell into place so well and wonderfully. Despite the fact that it wasn't full of suspense it was still SUCH a page turner. I loved the way the book was written, each line meant something and each line was meant to be there and each new page was like a new poem.It made me concentrate too. It's not the kind of book you can read half asleep before bed time, this book required my full attention."
2,"Beautifully Done: The story of hester is by itself a master piece worthy of its highly commended status, however the annotated version really helps the reader understand the historical references and many archaic words."
1,"Not What it is Made Out to be...: It shocks me that the Scarlet Letter is the most taught book in the nation. It may have much symbolism and so on, but it is a convoluted mess. The author is completely detached from his audience, and for some bizarre reason, he feels he has to explain every little thing that happens in great detail. It is also irrelevant to our modern times. In our days people need to be reading things like Huxley, Orwell, Fitzgerald, Bradbury, Hemmingway, Steinbeck, Salinger, and many other great 20th century writers. This book is only relevant to those interested in the time period which it discusses."
1,"hate this new format: I didnt realize when I ordered it that the type was turned side ways. I bought this as a gift, but not sure I will give it.I guess someone might like the format, but I dont."
2,"Wonderful: Once you get past the language barrier, this book is an amazing read. To see the tragedies that some women went through at one point in history is a great thing, and to remind us never to let history repeat itself."
1,"Need a dictionary!: The Scarlet Letter is an interesting book. While reading the book I was filled with many feelings about it. I enjoyed some chapters, but loathed the ones describing the characters. I felt as if Hawthorne could have told the story more efficiently if he had described each character as they came onto the scene. The book made me feel inferior and uneducated. I made so many trips to get the dictionary that my legs got tired. I enjoyed the general story-line, but I could have left the adjectives behind. Pearl was my favorite character because she had a priceless intuition that helped me read the book. I would have been lost without Pearl's hints. I would not have read this book if not required to by my English teacher. Attack it if you dare!!"
2,"An Excellent Portait of Puritan New England: Nathaniel Hawthorne's ""The Scarlet Letter"" is a vivid (and accurate) portayal of life in Puritan New England. The prejudices, superstitions and institutions of the society are expressed so well that contemporary readers, who have little knowledge of New England's history, are able to feel the oppression and religious pressures that were common in that society. Indeed, this work is comparable (if not superior) to Arthur Miller's Crucible."
1,"Leave this one to the bibliophiles: Yes, I am a 17 yr old high school kid. But I can tell good books from the bad ones. ""The Scarlet Letter"" is a ""classical"" tale of 2 lovers. To be concise, this novel is too wordy to be enjoyable. People can say it's a classic romantic novel, it has good character developments, it has good themes and ironies, blah blah blah. I, like most people, don't judge a book by checking out its trap metaphors; all in all leave this book to a ""Doctor of Puritanical Philosophy"". If youre looking for a more entertaining classic, read ""Huck Finn"" by Twain."
1,"Yes, I was another victim who had to read this for school: Ok, when I first started this book I thought it was the dumbest thing and I could not belive this was a classic! (I still can't) After a few chapters I thought it was a little better and thats why I gave it two stars. Also, it is one of the better books that I had to read for school. I still feel that it was a little boring and hard to follow but with the class discussions I understood it a lot more. I still wouldn't reccommend this book to anyone"
2,"a book value: The classic book that is read by virtually every high school student in America ; and at a bargian price"
2,"Good read................. ............... .... ....... ........ .......... ......... ......... ......... ......... ..... .....: Good read................. ............... .... ....... ........ .......... ......... ......... ......... ......... ..... ..... ..... . . . . .. . . ."
1,"Not interesting at all: I was supposed to read this for English class,and had some interest because I`ve heard people and my teacher say that this was an American classic and was very good.But once I heard some of my friends who started to read it and say it was difficult and boring,I got the book on audio to assist me.I only got to chapter 3 and I was trying to guess how many pages were left to the end.Its uniteresting and difficult because the story wanders with absolutly no direction.I highly recomend getting Cliff Notes(which I got and are very easy to understand compared to the book) and possibly the movie(It might not be the same to the book, but having the visual aid of Demi Moore certainly helps the mind focus better)."
1,"This book is incredibly boring!: This is one of the all-time most boring books. I do not recommend reading it at all. The introduction is incredibly long, and incredibly boring. Also, it doesn't really have the sort of plot that would make it a book you can't put down. I personally fell asleep four different times reading this book. I had much higher expectations for this book. If you are looking for a classic to read, I would recommend The Count Of Monte Cristo, not this book."
1,"Both forward and backward in its ideas: First of all: those who found the book to be dull, such as me, listen to it on tape (it's abbreviated yet still dangerous = boring to listen to while driving, as I found out). Indeed, Hawthorne introduces some advanced ideas for the times, such as writing about a single mother, as well as musings about women's rights. His obsession with Victorian themes, such as the deification of children, fixation on bodily sins, as well as overdramatization and simplification of the plot equals predictability and annoyance to the reader. While this book could probably be considered ""a classic,"" such as Tolstoy's ""Anna Karenina,"" both are better classified as carefully crafted literary exercises rather than engaging stories."
1,"I am going to bring Hawthorne back from the grave to hit him: Aghhhhhhhhhhhhhhhhhhh, this the worst book i've ever read, I consider myself open to all fine lterature but I absolutely hate this book. But the writing is superb!"
